City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
460,Kushmurun,KZ,52.4503,64.6311,7.74,85,100,6.26,overcast clouds
461,Novoagansk,RU,61.9449,76.6625,-11.49,100,96,5.35,overcast clouds
462,Nouadhibou,MR,20.931,-17.0347,58.98,88,97,16.11,overcast clouds
463,Awjilah,LY,29.1081,21.2869,49.42,82,37,8.12,scattered clouds
464,Lapao,BR,-11.3833,-41.8319,67.77,83,99,3.83,overcast clouds
465,Zemio,CF,5.0314,25.1361,63.54,30,14,3.85,few clouds
466,Bafq,IR,31.6128,55.4107,45.1,26,100,0.45,overcast clouds
467,Monster,NL,52.0258,4.175,48.97,81,75,8.99,broken clouds
468,Jeremie,HT,18.65,-74.1167,74.98,81,13,5.84,few clouds
469,Lidkoping,SE,58.5052,13.1577,40.89,3,100,20.31,overcast clouds
470,Dongsheng,CN,39.8161,109.9776,25.63,36,0,10.18,clear sky
471,Benxi,CN,41.2886,123.765,21.52,45,1,5.44,clear sky
472,Samarai,PG,-10.6167,150.6667,85.46,66,100,6.93,moderate rain
473,Galle,LK,6.0367,80.217,82.98,67,27,1.88,scattered clouds
474,Phan Thiet,VN,10.9333,108.1,87.46,48,12,9.42,few clouds
475,Stornoway,GB,58.2093,-6.3865,51.93,92,75,17.0,broken clouds
476,Batemans Bay,AU,-35.7167,150.1833,80.2,80,100,6.17,moderate rain
477,Teya,RU,60.3778,92.6267,7.5,92,100,6.8,light snow
478,Mufulira,ZM,-12.5498,28.2407,63.68,97,100,2.62,overcast clouds
479,Mahenge,TZ,-8.6833,36.7167,62.53,97,100,0.51,light rain
480,Yichun,CN,47.7,128.9,4.95,62,85,10.67,overcast clouds
481,Kidal,ML,18.4411,1.4078,60.48,17,1,14.14,clear sky
482,Strezhevoy,RU,60.7333,77.5889,-7.02,100,92,3.87,overcast clouds
483,Temba,ZA,-25.3803,28.2631,67.39,80,94,14.14,overcast clouds
484,Galveston,US,29.3669,-94.9669,51.94,61,0,7.9,clear sky
485,Lompoc,US,34.6391,-120.4579,58.19,58,0,0.0,clear sky
486,Ambon,ID,-3.6954,128.1814,91.54,55,20,13.8,few clouds
487,Shingu,JP,33.7333,135.9833,50.99,36,90,8.48,overcast clouds
488,Alberton,CA,46.8168,-64.0654,19.53,91,100,12.39,light snow
489,Tiquisio,CO,8.5597,-74.2669,73.54,96,41,2.82,scattered clouds
490,Mount Isa,AU,-20.7333,139.5,80.37,89,75,11.5,light rain
491,Poum,NC,-20.2333,164.0167,82.4,75,85,10.96,overcast clouds
492,Chhabra,IN,24.6667,76.8333,64.69,29,0,2.33,clear sky
493,Kvarkeno,RU,52.0833,59.725,8.46,90,100,7.34,overcast clouds
494,Dalvik,IS,65.9702,-18.5286,28.33,95,97,9.53,snow
495,Mayskiy,RU,47.6931,40.1025,31.44,98,100,12.66,light snow
496,Syracuse,IT,37.0881,15.2792,47.89,79,16,15.19,few clouds
497,Ambalema,CO,4.7841,-74.7627,79.03,86,41,3.2,scattered clouds
498,Orotukan,RU,62.2667,151.7,-3.71,99,100,4.45,light snow
499,Taybad,IR,34.74,60.7756,40.55,74,70,11.52,broken clouds
500,Gravelbourg,CA,49.8834,-106.5512,26.87,79,86,11.43,overcast clouds
501,Toktogul,KG,41.8708,72.9402,27.59,95,100,1.3,light snow
502,Menongue,AO,-14.6585,17.691,62.11,97,100,6.04,light rain
503,Kahului,US,20.8947,-156.47,75.22,73,0,9.22,clear sky
504,Berlevag,NO,70.8578,29.0864,29.52,61,100,12.55,overcast clouds
505,Kolokani,ML,13.5728,-8.0339,68.9,19,14,11.07,few clouds
506,Rio Gallegos,AR,-51.6226,-69.2181,55.45,88,75,4.61,broken clouds
507,Yol,IN,32.1667,76.2,58.59,43,0,3.31,clear sky
508,Malakal,SS,9.5334,31.6605,68.25,15,1,10.13,clear sky
509,Mizdah,LY,31.4451,12.9801,40.55,49,0,7.85,clear sky
510,Neftcala,AZ,39.3742,49.2472,42.01,80,70,7.34,broken clouds
511,Phonhong,LA,18.5007,102.4166,87.62,36,12,0.43,few clouds
512,Beloha,MG,-25.1667,45.05,82.36,49,0,8.66,clear sky
513,Namatanai,PG,-3.6667,152.4333,84.18,73,100,5.93,light rain
514,Gari,RU,59.4307,62.3497,3.27,92,90,3.18,overcast clouds
515,Bauchi,NG,10.5,10.0,54.57,34,64,3.69,broken clouds
516,Upata,VE,8.0086,-62.3989,65.03,88,24,3.51,few clouds
517,Katsuura,JP,35.1333,140.3,46.51,94,100,12.3,overcast clouds
518,Lasa,IT,46.6166,10.7002,34.68,75,54,7.96,broken clouds
519,Constantin Daicoviciu,RO,45.55,22.15,33.35,99,98,1.86,light snow
520,Belmonte,BR,-15.8631,-38.8828,75.7,86,48,4.88,scattered clouds
521,Natal,BR,-5.795,-35.2094,71.82,100,0,3.44,clear sky
522,Mahina,PF,-17.5065,-149.489,80.37,74,75,3.44,broken clouds
523,Muros,ES,42.7762,-9.0603,48.83,63,0,5.46,clear sky
524,Pachino,IT,36.7186,15.0907,44.64,70,45,11.39,scattered clouds
525,Sumenep,ID,-7.0167,113.8667,83.32,74,100,8.23,overcast clouds
526,Gjirokaster,AL,40.0758,20.1389,42.96,93,100,5.39,overcast clouds
527,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,72.75,97,99,1.66,overcast clouds
528,Batticaloa,LK,7.7102,81.6924,81.37,76,48,6.33,scattered clouds
529,Veseloyarsk,RU,51.2836,81.1056,3.11,91,90,5.03,overcast clouds
530,Undory,RU,54.6085,48.3928,6.04,100,97,3.89,overcast clouds
531,Jurm,AF,36.8648,70.8342,37.69,94,100,2.91,overcast clouds
532,Marsa Matruh,EG,31.3525,27.2453,46.6,87,20,10.36,few clouds
533,Riberalta,BO,-10.9833,-66.1,73.42,99,97,1.77,overcast clouds
534,Russell,US,32.3502,-85.1999,40.28,51,75,11.5,broken clouds
535,Sovetskaya Gavan,RU,48.9723,140.2878,8.38,65,100,8.01,overcast clouds
536,Kashi,CN,39.4547,75.9797,31.21,37,75,0.0,light snow
537,Lodja,CD,-3.4833,23.4333,69.42,94,100,4.59,light rain
538,Yagodnoye,RU,62.55,149.6667,0.19,98,100,4.45,overcast clouds
539,Tiarei,PF,-17.5333,-149.3333,80.62,75,21,16.17,light rain
540,Parfenyevo,RU,58.484,43.4088,10.62,96,100,6.76,overcast clouds
541,Kysyl-Syr,RU,63.8986,122.7617,-5.73,96,99,7.99,overcast clouds
542,Chiredzi,ZW,-21.05,31.6667,73.83,84,17,6.62,few clouds
543,Talavera,PH,15.6167,120.9333,90.63,49,14,5.32,few clouds
544,Fujin,CN,47.26,132.0322,2.46,79,17,14.32,few clouds
545,Velizh,RU,55.6056,31.1967,24.33,91,100,11.59,overcast clouds
546,Iraquara,BR,-12.2486,-41.6194,65.68,96,100,2.51,overcast clouds
547,Kargasok,RU,59.0556,80.8572,-0.17,96,88,5.32,overcast clouds
548,Mayo,US,38.8876,-76.5119,32.65,93,100,5.99,snow
549,Tutoia,BR,-2.7619,-42.2744,75.99,76,100,11.1,overcast clouds
550,Brownsville,US,25.9018,-97.4975,51.75,80,100,3.44,overcast clouds
551,Marawi,PH,7.9986,124.2928,74.64,68,37,3.8,scattered clouds
552,Kunda,IN,25.7167,81.5167,62.11,46,0,7.56,clear sky
553,Novyy Urengoy,RU,66.0833,76.6333,-17.14,100,81,5.79,broken clouds
554,Muisne,EC,0.6,-80.0333,74.23,91,97,1.63,light rain
555,Yabassi,CM,4.457,9.9682,74.84,87,100,2.13,overcast clouds
556,La Ronge,CA,55.1001,-105.2842,10.65,85,100,2.3,overcast clouds
557,Ahuimanu,US,21.4447,-157.8378,74.91,77,0,1.01,clear sky
558,Kurumkan,RU,54.3,110.3,-4.7,94,30,1.43,scattered clouds
559,Beyneu,KZ,45.3167,55.2,27.7,81,100,14.92,overcast clouds
560,Clocolan,ZA,-28.9137,27.5656,62.69,71,5,3.87,clear sky
561,Beni Mazar,EG,28.4962,30.8029,44.74,67,9,3.18,clear sky
562,Finschhafen,PG,-6.6024,147.8681,81.55,82,100,11.52,overcast clouds
563,Papetoai,PF,-17.4961,-149.8729,80.19,71,3,16.67,clear sky
564,Tobe,JP,33.7447,132.7901,50.88,43,75,8.05,broken clouds
565,Likasi,CD,-10.9814,26.7333,62.31,96,97,2.51,overcast clouds
566,Farkhor,TJ,37.4922,69.4036,45.48,93,100,10.22,overcast clouds
567,Oytal,KZ,42.9057,73.2697,37.89,63,100,4.41,overcast clouds
568,Surt,LY,31.2089,16.5887,52.59,58,1,13.44,clear sky
569,Ligayan,PH,4.6533,119.4706,82.56,69,65,4.12,broken clouds
570,Velykyy Burluk,UA,50.0379,37.3987,28.87,97,100,13.13,snow
571,Dauphin,CA,51.1494,-100.0502,10.54,85,100,2.3,overcast clouds
572,Ust-Ordynskiy,RU,52.805,104.7508,3.04,96,94,0.13,overcast clouds
573,Axim,GH,4.8699,-2.2405,76.62,85,37,3.27,scattered clouds
574,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,82,40,10.04,scattered clouds
575,Daimiel,ES,39.07,-3.615,31.98,44,0,8.03,clear sky
576,Taber,CA,49.8167,-112.1518,43.0,25,26,18.41,scattered clouds
577,Chelbasskaya,RU,45.9792,39.3719,35.96,89,98,17.31,light rain
578,Buraydah,SA,26.326,43.975,50.45,37,83,9.17,broken clouds
579,Saint George,US,37.1041,-113.5841,45.36,30,0,1.99,clear sky
580,Avera,US,33.194,-82.5271,39.07,57,19,17.92,few clouds
581,Suntar,RU,62.1444,117.6319,-5.78,92,33,6.62,scattered clouds
582,Kawalu,ID,-7.3817,108.2082,85.08,63,100,2.98,overcast clouds
583,Manaquiri,BR,-3.3167,-60.35,77.45,98,97,0.96,overcast clouds
584,Vila,PT,42.0304,-8.1588,37.92,54,0,5.26,clear sky
585,Puerto Ayacucho,VE,5.6639,-67.6236,74.05,52,74,5.5,broken clouds
586,Morogoro,TZ,-6.8167,37.6667,70.41,99,100,2.1,heavy intensity rain
587,Lagoa,PT,39.05,-27.9833,57.81,58,17,10.89,few clouds
588,Avenal,US,36.0041,-120.129,50.54,38,23,2.39,few clouds
589,Loandjili,CG,-4.7561,11.8578,75.31,100,20,3.44,few clouds
590,Sola,VU,-13.8833,167.55,80.91,81,100,24.81,light rain
591,Ilukste,LV,55.9775,26.2966,23.54,90,94,7.23,overcast clouds
592,Tromso,NO,69.6496,18.957,15.82,86,0,2.3,clear sky
593,Foam Lake,CA,51.65,-103.5343,21.22,84,84,11.12,broken clouds
594,Lavrentiya,RU,65.5833,-171.0,-7.49,92,34,4.63,scattered clouds
595,Yomou,GN,7.5603,-9.2653,67.89,99,74,1.05,broken clouds
596,Escuintla,GT,14.305,-90.785,75.88,70,1,4.47,clear sky
597,Jacareacanga,BR,-6.2222,-57.7528,72.14,99,100,1.5,heavy intensity rain
598,Anori,BR,-3.7728,-61.6442,73.18,99,100,1.9,overcast clouds
599,Chyhyryn,UA,49.0838,32.6555,30.58,92,99,16.51,overcast clouds
600,Mackay,AU,-21.15,149.2,86.68,70,52,18.41,broken clouds
601,Fasa,IR,28.9383,53.6482,42.04,81,75,0.0,broken clouds
602,Ternate,ID,0.8,127.4,83.77,73,77,8.57,broken clouds
603,Henties Bay,NA,-22.116,14.2845,61.86,83,99,4.9,overcast clouds
604,Port Hawkesbury,CA,45.6169,-61.3485,35.19,93,75,5.99,light snow
605,Bowen,AU,-20.0167,148.2333,82.62,68,13,20.42,few clouds
606,Lesnoy,RU,57.6198,63.0784,4.39,96,100,3.18,overcast clouds
607,Leshan,CN,29.5623,103.7639,50.72,56,29,4.16,scattered clouds
608,Gat,IL,31.61,34.7642,47.08,100,97,6.93,overcast clouds
609,Hillsborough,US,37.5741,-122.3794,57.02,66,40,3.44,scattered clouds
610,Dalbandin,PK,28.8947,64.4101,61.7,34,0,0.85,clear sky
611,Touba,CI,8.2833,-7.6833,72.86,60,38,4.54,scattered clouds
612,Aksu,CN,41.1231,80.2644,29.08,37,90,2.39,overcast clouds
613,Silver City,US,32.7701,-108.2803,35.67,40,0,0.0,clear sky
614,Kudahuvadhoo,MV,2.6708,72.8944,80.69,64,41,10.85,scattered clouds
615,Punta Alta,AR,-38.8759,-62.0736,72.25,53,0,16.22,clear sky
616,Hambantota,LK,6.1241,81.1185,86.34,70,20,5.75,few clouds
617,Kainantu,PG,-6.2887,145.8655,65.61,90,100,1.07,overcast clouds
618,Tyukhtet,RU,56.5389,89.3011,7.72,90,99,4.99,overcast clouds
619,Labuan,MY,5.2767,115.2417,88.16,66,20,3.44,few clouds
620,Salinopolis,BR,-0.6136,-47.3561,76.5,89,100,14.47,light rain
621,Talcahuano,CL,-36.7167,-73.1167,60.48,88,100,5.75,overcast clouds
622,Erdenet,MN,49.0333,104.0833,2.8,81,99,4.5,overcast clouds
623,Kirchlinteln,DE,52.95,9.3167,44.58,92,100,18.34,overcast clouds
624,Aktash,RU,50.3,87.7333,-3.73,67,12,4.14,few clouds
625,Vestmannaeyjar,IS,63.4427,-20.2734,26.4,69,46,27.09,scattered clouds
626,Saint-Joseph,RE,-21.3667,55.6167,82.76,72,0,7.4,clear sky
627,Soyo,AO,-6.1349,12.3689,77.05,88,81,4.23,broken clouds
628,Tevriz,RU,57.509,72.4042,1.02,97,96,1.99,overcast clouds
629,Matias Barbosa,BR,-21.8692,-43.3194,65.25,83,100,2.95,heavy intensity rain
630,Lethem,GY,3.3803,-59.7968,78.08,66,75,12.44,broken clouds
631,Urusha,RU,54.05,122.9,11.37,58,88,10.36,overcast clouds
632,Santa Cruz Cabralia,BR,-16.2781,-39.0247,75.43,88,20,4.61,few clouds
633,Omboue,GA,-1.5746,9.2618,76.39,88,99,5.39,overcast clouds
634,Agadez,NE,19.75,10.25,49.64,25,0,8.97,clear sky
635,Yuli,NG,9.6989,10.2744,64.81,27,100,9.8,overcast clouds
636,Jackson,US,42.4165,-122.8345,47.44,51,0,0.0,clear sky
637,Saint Pete Beach,US,27.7253,-82.7412,57.2,65,75,4.0,broken clouds
638,Wajir,KE,1.7471,40.0573,75.61,71,34,14.58,scattered clouds
639,Windhoek,NA,-22.5594,17.0832,70.29,58,75,3.44,broken clouds
640,Vila Velha,BR,-20.3297,-40.2925,76.95,86,0,7.0,clear sky
641,Zhezkazgan,KZ,47.8043,67.7144,13.98,79,100,8.95,light snow
642,Cabras,IT,39.93,8.5314,42.1,86,35,7.7,scattered clouds
643,Dejen,ET,10.1667,38.1333,55.4,44,43,2.3,scattered clouds
644,Zhuhai,CN,22.2769,113.5678,69.71,73,20,9.22,few clouds
645,Armidale,AU,-30.5167,151.65,78.82,34,0,10.18,clear sky
646,Umm Lajj,SA,25.0213,37.2685,60.62,45,0,9.51,clear sky
647,Promissao,BR,-21.5367,-49.8581,68.45,97,100,7.67,overcast clouds
648,Lampazos De Naranjo,MX,27.0167,-100.5167,45.41,49,55,5.99,broken clouds
649,Kroya,ID,-7.6331,109.2461,91.2,70,64,5.03,broken clouds
650,Tocopilla,CL,-22.092,-70.1979,66.58,76,24,0.67,few clouds
651,Camacha,PT,33.0833,-16.3333,56.53,77,40,11.5,scattered clouds
652,Asenovgrad,BG,42.0167,24.8667,35.08,55,61,12.66,broken clouds
653,Ucluelet,CA,48.9329,-125.5528,45.09,88,58,1.01,broken clouds
654,Olga,RU,43.7444,135.2892,14.85,40,77,13.4,broken clouds
655,Faya,SA,18.3851,42.4509,55.51,86,35,7.05,scattered clouds
656,Pitimbu,BR,-7.4706,-34.8086,72.19,79,100,8.93,overcast clouds
657,Zhanaozen,KZ,43.3,52.8,28.42,75,69,4.05,broken clouds
658,Tomatlan,MX,19.9333,-105.25,65.44,81,17,1.88,few clouds
659,Grindavik,IS,63.8424,-22.4338,27.07,68,75,16.11,broken clouds
660,Taquari,BR,-29.7997,-51.8644,68.02,88,0,3.42,clear sky
661,Penzance,GB,50.1186,-5.5371,50.68,92,36,21.41,scattered clouds
662,Yelniki,RU,54.6207,43.876,16.25,95,100,9.91,light snow
663,Gympie,AU,-26.1898,152.665,81.32,57,51,10.47,broken clouds
664,Evensk,RU,61.95,159.2333,19.18,80,100,28.77,overcast clouds
665,Baghmara,IN,23.795,86.2085,64.98,34,0,7.87,clear sky
666,Piombino,IT,42.9348,10.5221,47.05,39,89,9.66,overcast clouds
667,Caravelas,BR,-17.7125,-39.2481,75.18,95,51,5.21,broken clouds
668,Wanning,CN,18.8003,110.3967,75.38,80,93,10.54,overcast clouds
669,Olinda,BR,-8.0089,-34.8553,73.13,94,75,4.61,light rain
670,Chudniv,UA,50.052,28.1175,27.39,89,100,18.41,overcast clouds
671,Ouadda,CF,8.0777,22.4007,64.51,20,74,8.61,broken clouds
672,Havre-Saint-Pierre,CA,50.2334,-63.5986,-0.4,65,0,10.36,clear sky
673,Mandalgovi,MN,45.7625,106.2708,6.64,79,100,6.71,overcast clouds
674,Dicabisagan,PH,17.0818,122.4157,83.12,73,43,7.25,scattered clouds
675,Tessalit,ML,20.1986,1.0114,59.79,16,12,11.97,few clouds
676,Kloulklubed,PW,7.0419,134.2556,84.7,78,72,12.39,broken clouds
677,Totma,RU,59.9747,42.7642,12.49,95,100,6.8,light snow
678,Grand Gaube,MU,-20.0064,57.6608,85.37,66,2,7.0,clear sky
679,Madang,PG,-5.2246,145.7966,78.85,87,100,4.12,overcast clouds
680,Lokomotivnyy,RU,53.0118,60.5684,5.85,95,100,6.22,overcast clouds
681,Guarapari,BR,-20.6667,-40.4975,76.89,89,88,11.65,overcast clouds
682,Manacapuru,BR,-3.2997,-60.6206,75.78,94,98,1.95,overcast clouds
683,Dawson Creek,CA,55.7666,-120.2362,38.84,52,0,16.11,clear sky
684,Sibolga,ID,1.7427,98.7792,86.92,62,100,6.15,overcast clouds
685,Angoram,PG,-4.0625,144.0661,80.55,92,96,1.74,overcast clouds
686,Ialibu,PG,-6.2821,143.9935,63.23,83,100,3.74,overcast clouds
687,Aktau,KZ,43.65,51.2,28.98,65,99,6.24,overcast clouds
688,Misratah,LY,32.3754,15.0925,52.09,61,0,15.9,clear sky
689,Show Low,US,34.2542,-110.0298,34.14,46,0,0.0,clear sky
690,Peace River,CA,56.2501,-117.286,34.11,69,100,9.22,overcast clouds
